time	nose_x	nose_y	r_shoulder_x	r_shoulder_y	l_shoulder_x	l_shooulder_t	cursor_x	cursor_y	block	repetition	target	trial	state	comeback	is_blind	at_home	count_mouse	score
0.0775779988616705	0.0	0.0	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
33.15363399870694	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
66.28088899888098	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
99.41005400009453	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
132.55416999943554	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
165.64937699958682	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
198.78056499920785	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
232.044606000185	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
265.4983719997108	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
298.9439109992236	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
332.1372599992901	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
365.3533330000937	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
398.56168499961495	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
431.6886729989201	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
465.186065999791	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
498.3838529996574	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
531.5653590001166	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
651.0908869989216	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
719.4251109994948	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
780.2046349998564	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
